Student_ID,Name,Subject,Past_Score,Preferred_Learning_Method,Preferred_Test_Type,Effective_Learning_Method
S772,Student_772,1,78,1,0,1
S773,Student_773,1,84,2,2,0
S774,Student_774,0,92,3,0,2
S775,Student_775,2,81,0,2,2
S776,Student_776,2,97,1,2,1
S777,Student_777,1,78,2,1,0
S778,Student_778,0,53,2,0,2
S779,Student_779,2,70,1,0,0
S780,Student_780,0,97,2,1,0
S781,Student_781,2,44,3,2,0
S782,Student_782,0,74,3,1,0
S783,Student_783,1,62,2,0,1
S784,Student_784,3,68,2,0,1
S785,Student_785,2,82,3,1,3
S786,Student_786,0,50,0,0,3
S787,Student_787,2,57,2,2,0
S788,Student_788,3,86,2,0,1
S789,Student_789,3,51,3,2,2
S790,Student_790,2,48,1,2,2
S791,Student_791,1,49,2,0,2
S792,Student_792,3,97,0,0,3
S793,Student_793,1,83,2,2,0
S794,Student_794,0,56,1,2,1
S795,Student_795,2,77,3,1,1
S796,Student_796,0,46,0,2,3
S797,Student_797,1,85,3,1,2
S798,Student_798,2,52,3,1,1
S799,Student_799,3,79,3,2,2
S800,Student_800,1,81,2,2,0
S801,Student_801,2,48,1,0,1
S802,Student_802,3,89,1,0,3
S803,Student_803,2,66,3,1,2
S804,Student_804,0,97,2,1,3
S805,Student_805,0,41,0,1,3
S806,Student_806,0,44,3,2,2
S807,Student_807,0,68,0,1,1
S808,Student_808,0,76,1,0,0
S809,Student_809,3,77,1,2,2
S810,Student_810,1,58,1,1,1
S811,Student_811,0,47,3,0,1
S812,Student_812,2,87,1,0,0
S813,Student_813,2,84,3,2,3
S814,Student_814,0,40,1,2,3
S815,Student_815,3,61,0,2,1
S816,Student_816,0,91,0,0,3
S817,Student_817,0,56,2,1,2
S818,Student_818,1,46,1,2,1
S819,Student_819,2,64,2,1,2
S820,Student_820,0,84,1,1,1
S821,Student_821,0,43,0,1,3
S822,Student_822,3,75,3,1,2
S823,Student_823,2,45,1,2,1
S824,Student_824,2,99,2,2,3
S825,Student_825,3,70,0,1,2
S826,Student_826,0,58,3,2,3
S827,Student_827,3,83,2,0,1
S828,Student_828,3,93,0,1,2
S829,Student_829,3,78,3,1,2
S830,Student_830,1,66,3,1,2
S831,Student_831,3,49,0,1,3
S832,Student_832,3,65,2,2,0
S833,Student_833,3,58,1,1,2
S834,Student_834,3,78,0,1,1
S835,Student_835,3,42,1,0,2
S836,Student_836,0,84,0,2,3
S837,Student_837,3,52,1,1,2
S838,Student_838,2,89,0,1,1
S839,Student_839,3,67,1,2,2
S840,Student_840,1,97,2,1,3
S841,Student_841,3,59,3,2,3
S842,Student_842,3,67,0,2,0
S843,Student_843,2,47,0,1,2
S844,Student_844,0,80,3,0,3
S845,Student_845,2,78,3,1,0
S846,Student_846,1,40,1,1,3
S847,Student_847,1,42,0,1,0
S848,Student_848,3,52,1,0,3
S849,Student_849,1,67,1,0,0
S850,Student_850,3,96,3,0,2
S851,Student_851,1,99,2,1,2
S852,Student_852,1,88,3,2,3
S853,Student_853,2,64,3,0,0
S854,Student_854,3,95,0,0,0
S855,Student_855,0,72,1,2,2
S856,Student_856,1,77,1,2,2
S857,Student_857,1,92,1,0,0
S858,Student_858,2,45,0,2,1
S859,Student_859,0,97,3,2,2
S860,Student_860,3,83,3,0,1
S861,Student_861,2,84,2,1,0
S862,Student_862,2,71,0,0,1
S863,Student_863,1,84,1,1,2
S864,Student_864,0,86,2,1,3
S865,Student_865,1,60,3,2,1
S866,Student_866,2,55,3,0,3
S867,Student_867,2,93,1,0,2
S868,Student_868,2,60,2,2,0
S869,Student_869,1,50,1,0,2
S870,Student_870,0,99,3,0,1
S871,Student_871,3,76,2,0,0
S872,Student_872,1,75,0,1,2
S873,Student_873,2,74,1,1,1
S874,Student_874,2,58,2,0,1
S875,Student_875,2,59,2,1,3
S876,Student_876,2,96,0,1,2
S877,Student_877,3,57,0,2,2
S878,Student_878,1,86,2,0,0
S879,Student_879,2,80,1,2,1
S880,Student_880,1,88,2,2,2
S881,Student_881,0,53,3,0,2
S882,Student_882,2,54,3,0,1
S883,Student_883,0,70,1,1,3
S884,Student_884,2,40,0,1,0
S885,Student_885,3,92,1,0,3
S886,Student_886,2,93,3,0,2
S887,Student_887,1,93,2,0,2
S888,Student_888,2,42,1,2,1
S889,Student_889,1,55,3,2,2
S890,Student_890,0,62,2,0,3
S891,Student_891,0,96,1,2,0
S892,Student_892,2,50,1,2,2
S893,Student_893,1,51,0,2,0
S894,Student_894,2,49,2,2,1
S895,Student_895,1,71,1,0,2
S896,Student_896,3,55,2,1,3
S897,Student_897,2,47,0,0,2
S898,Student_898,0,77,1,0,2
S899,Student_899,1,51,1,2,1
S900,Student_900,0,63,1,2,1
S901,Student_901,1,67,1,0,0
S902,Student_902,2,92,3,0,3
S903,Student_903,0,47,1,0,0
S904,Student_904,3,97,2,0,1
S905,Student_905,2,67,3,2,0
S906,Student_906,0,75,0,1,1
S907,Student_907,2,65,3,0,0
S908,Student_908,1,47,3,1,2
S909,Student_909,3,97,0,0,1
S910,Student_910,2,99,3,2,1
S911,Student_911,0,89,0,1,3
S912,Student_912,3,67,0,1,3
S913,Student_913,0,67,2,1,2
S914,Student_914,1,76,2,0,1
S915,Student_915,0,80,2,0,0
S916,Student_916,1,75,3,1,3
S917,Student_917,1,66,0,1,3
S918,Student_918,0,93,0,1,0
S919,Student_919,0,56,3,1,1
S920,Student_920,2,48,1,1,2
S921,Student_921,3,72,2,2,3
S922,Student_922,2,92,0,0,2
S923,Student_923,1,59,0,2,2
S924,Student_924,1,52,1,2,3
S925,Student_925,1,67,1,0,2
S926,Student_926,0,87,2,1,2
S927,Student_927,1,68,0,0,0
S928,Student_928,1,52,1,0,3
S929,Student_929,3,85,0,1,2
S930,Student_930,1,74,2,2,1
S931,Student_931,1,45,0,2,0
S932,Student_932,1,57,2,2,3
S933,Student_933,3,90,3,1,1
S934,Student_934,2,44,0,1,3
S935,Student_935,3,86,0,1,0
S936,Student_936,3,64,3,1,2
S937,Student_937,1,41,0,1,1
S938,Student_938,2,49,2,1,0
S939,Student_939,0,95,3,2,1
S940,Student_940,0,69,0,0,2
S941,Student_941,2,89,0,1,1
S942,Student_942,3,98,3,2,0
S943,Student_943,3,84,1,1,1
S944,Student_944,1,44,2,2,1
S945,Student_945,2,94,3,0,2
S946,Student_946,1,95,1,2,1
S947,Student_947,3,72,1,1,0
S948,Student_948,1,93,2,1,2
S949,Student_949,0,40,1,0,2
S950,Student_950,1,57,3,0,1
S951,Student_951,1,71,1,0,3
S952,Student_952,1,86,2,1,0
S953,Student_953,0,88,0,2,0
S954,Student_954,3,50,1,0,0
S955,Student_955,3,60,3,0,1
S956,Student_956,2,65,2,0,1
S957,Student_957,3,64,0,1,1
S958,Student_958,0,61,2,1,2
S959,Student_959,3,98,1,1,1
S960,Student_960,3,66,2,1,2
S961,Student_961,3,88,0,2,3
S962,Student_962,3,52,1,2,1
S963,Student_963,3,72,0,2,2
S964,Student_964,1,73,1,0,2
S965,Student_965,1,80,3,1,3
S966,Student_966,1,74,2,0,1
S967,Student_967,0,40,3,2,3
S968,Student_968,1,60,0,0,2
S969,Student_969,2,87,3,2,3
S970,Student_970,0,94,2,1,2
S971,Student_971,2,45,3,0,1
S972,Student_972,1,67,3,0,0
S973,Student_973,0,56,2,1,0
S974,Student_974,0,44,3,1,2
S975,Student_975,1,70,1,2,1
S976,Student_976,1,44,0,1,1
S977,Student_977,1,77,1,2,0
S978,Student_978,3,42,3,1,1
S979,Student_979,2,92,0,2,2
S980,Student_980,0,62,2,1,1
S981,Student_981,2,76,1,0,2
S982,Student_982,0,92,3,2,3
S983,Student_983,2,76,0,0,2
S984,Student_984,1,49,0,1,3
S985,Student_985,0,49,0,2,0
S986,Student_986,3,58,3,1,0
S987,Student_987,0,56,0,0,2
S988,Student_988,0,60,3,1,1
S989,Student_989,1,53,1,0,3
S990,Student_990,3,48,2,1,0
S991,Student_991,0,85,1,2,3
S992,Student_992,2,40,1,1,2
S993,Student_993,0,90,1,1,0
S994,Student_994,1,84,3,2,2
S995,Student_995,0,52,1,0,2
S996,Student_996,2,43,0,2,3
S997,Student_997,2,40,1,2,3
S998,Student_998,3,88,0,0,3
S999,Student_999,1,79,2,0,0
S1000,Student_1000,0,71,1,2,2
S1001,Student_1001,3,73,3,1,0
S1002,Student_1002,0,67,3,2,1
S1003,Student_1003,2,70,3,1,0
S1004,Student_1004,3,47,0,1,1
S1005,Student_1005,0,78,0,1,1
S1006,Student_1006,3,65,0,1,0
S1007,Student_1007,0,97,2,1,0
S1008,Student_1008,2,73,2,2,1
S1009,Student_1009,2,93,0,2,3
S1010,Student_1010,3,93,2,2,1
S1011,Student_1011,0,42,0,2,2
S1012,Student_1012,2,98,1,0,0
S1013,Student_1013,3,89,1,1,2
S1014,Student_1014,1,51,1,1,1
S1015,Student_1015,3,40,1,2,2
S1016,Student_1016,1,93,0,2,3
S1017,Student_1017,1,83,2,1,0
S1018,Student_1018,0,44,2,2,1
S1019,Student_1019,2,69,2,0,1
S1020,Student_1020,2,69,1,2,0
S1021,Student_1021,2,98,3,1,3
S1022,Student_1022,2,96,3,2,1
S1023,Student_1023,2,56,2,1,3
S1024,Student_1024,1,87,2,0,0
S1025,Student_1025,2,86,3,1,3
S1026,Student_1026,3,62,2,1,0
S1027,Student_1027,3,54,2,0,1
S1028,Student_1028,2,76,1,1,2
S1029,Student_1029,1,60,3,2,0
S1030,Student_1030,3,53,1,0,0
S1031,Student_1031,1,41,0,0,1
S1032,Student_1032,2,50,0,0,1
S1033,Student_1033,1,90,0,2,3
S1034,Student_1034,3,78,3,0,2
S1035,Student_1035,1,77,3,2,0
S1036,Student_1036,0,99,1,2,1
S1037,Student_1037,1,73,3,0,3
S1038,Student_1038,2,77,2,0,2
S1039,Student_1039,0,89,3,0,1
S1040,Student_1040,3,73,3,1,2
S1041,Student_1041,3,57,2,2,0
S1042,Student_1042,0,69,0,1,1
S1043,Student_1043,2,54,3,1,1
S1044,Student_1044,0,66,0,1,2
S1045,Student_1045,0,90,2,1,1
S1046,Student_1046,1,73,0,1,1
S1047,Student_1047,2,91,3,2,3
S1048,Student_1048,0,96,3,0,2
S1049,Student_1049,1,77,2,0,3
S1050,Student_1050,0,72,0,2,3
S1051,Student_1051,2,63,1,1,2
S1052,Student_1052,2,54,2,1,3
S1053,Student_1053,0,99,1,2,2
S1054,Student_1054,3,69,2,0,1
S1055,Student_1055,2,94,2,0,3
S1056,Student_1056,2,81,3,1,1
S1057,Student_1057,0,90,0,1,0
S1058,Student_1058,3,56,0,1,1
S1059,Student_1059,2,44,3,0,0
S1060,Student_1060,2,68,1,2,3
S1061,Student_1061,3,43,2,0,2
S1062,Student_1062,1,49,2,2,1
S1063,Student_1063,2,95,1,0,3
S1064,Student_1064,0,56,1,2,2
S1065,Student_1065,2,49,3,0,1
S1066,Student_1066,0,56,0,0,0
S1067,Student_1067,1,99,2,0,0
S1068,Student_1068,3,59,1,1,1
S1069,Student_1069,2,63,3,2,2
S1070,Student_1070,2,44,0,2,2
S1071,Student_1071,3,73,3,2,3
S1072,Student_1072,0,45,3,0,2
S1073,Student_1073,1,92,3,1,1
S1074,Student_1074,0,41,1,0,2
S1075,Student_1075,3,52,3,0,1
S1076,Student_1076,1,82,1,1,0
S1077,Student_1077,1,82,1,1,1
S1078,Student_1078,3,87,1,0,0
S1079,Student_1079,2,50,2,1,0
S1080,Student_1080,1,90,1,2,2
S1081,Student_1081,3,86,2,1,2
S1082,Student_1082,2,96,2,1,1
S1083,Student_1083,1,62,0,2,2
S1084,Student_1084,2,94,2,0,2
S1085,Student_1085,2,55,0,1,1
S1086,Student_1086,2,70,2,2,2
S1087,Student_1087,3,50,2,2,1
S1088,Student_1088,0,93,3,0,2
S1089,Student_1089,2,55,2,1,0
S1090,Student_1090,2,47,2,1,3
S1091,Student_1091,2,43,1,1,2
S1092,Student_1092,3,79,2,1,1
S1093,Student_1093,1,43,0,0,1
S1094,Student_1094,1,95,0,1,3
S1095,Student_1095,3,64,0,2,2
S1096,Student_1096,3,42,3,2,3
S1097,Student_1097,0,71,3,1,1
S1098,Student_1098,2,42,3,2,2
S1099,Student_1099,3,66,1,2,3
S1100,Student_1100,2,68,3,0,2
S1101,Student_1101,0,71,0,1,2
S1102,Student_1102,0,89,0,0,3
S1103,Student_1103,1,97,1,2,1
S1104,Student_1104,2,90,0,0,2
S1105,Student_1105,3,58,0,1,0
S1106,Student_1106,3,60,0,0,0
S1107,Student_1107,3,44,1,2,0
S1108,Student_1108,1,57,0,1,2
S1109,Student_1109,0,67,1,1,2
S1110,Student_1110,0,81,0,1,2
S1111,Student_1111,0,61,3,2,2
S1112,Student_1112,0,60,3,1,3
S1113,Student_1113,1,45,3,1,3
S1114,Student_1114,0,40,0,0,1
S1115,Student_1115,3,44,3,2,3
S1116,Student_1116,3,80,2,2,1
S1117,Student_1117,0,51,3,2,0
S1118,Student_1118,3,65,3,1,1
S1119,Student_1119,3,85,2,1,1
S1120,Student_1120,3,73,1,1,1
S1121,Student_1121,0,88,3,0,3
S1122,Student_1122,3,53,2,0,2
S1123,Student_1123,0,65,2,2,2
S1124,Student_1124,0,84,3,2,3
S1125,Student_1125,0,66,1,2,2
S1126,Student_1126,2,48,3,1,2
S1127,Student_1127,0,65,3,2,0
S1128,Student_1128,1,96,2,0,0
S1129,Student_1129,1,86,0,0,0
S1130,Student_1130,1,96,2,2,3
S1131,Student_1131,2,61,3,1,2
S1132,Student_1132,0,86,2,0,3
S1133,Student_1133,1,95,2,1,3
S1134,Student_1134,3,69,2,0,2
S1135,Student_1135,3,82,0,2,1
S1136,Student_1136,2,87,3,0,1
S1137,Student_1137,3,56,2,2,1
S1138,Student_1138,0,65,0,1,1
S1139,Student_1139,1,75,1,0,1
S1140,Student_1140,2,40,3,1,1
S1141,Student_1141,3,47,0,2,0
S1142,Student_1142,0,88,3,2,3
S1143,Student_1143,0,74,1,2,1
S1144,Student_1144,0,91,0,2,3
S1145,Student_1145,2,54,0,0,2
S1146,Student_1146,0,86,2,0,3
S1147,Student_1147,1,95,1,0,3
S1148,Student_1148,0,61,2,1,1
S1149,Student_1149,1,53,1,1,1
S1150,Student_1150,3,65,1,0,1
S1151,Student_1151,3,67,0,2,3
S1152,Student_1152,0,62,2,0,3
S1153,Student_1153,0,53,1,1,0
S1154,Student_1154,0,63,3,1,3
S1155,Student_1155,2,41,0,1,1
S1156,Student_1156,0,84,1,2,1
S1157,Student_1157,1,65,0,1,0
S1158,Student_1158,0,53,3,0,0
S1159,Student_1159,2,98,2,0,0
S1160,Student_1160,2,95,3,0,0
S1161,Student_1161,3,90,0,0,0
S1162,Student_1162,1,46,3,2,2
S1163,Student_1163,1,42,3,2,0
S1164,Student_1164,2,86,2,2,3
S1165,Student_1165,3,62,3,1,2
S1166,Student_1166,2,85,1,2,2
S1167,Student_1167,2,82,3,2,0
S1168,Student_1168,2,86,1,2,0
S1169,Student_1169,0,99,1,1,3
S1170,Student_1170,1,84,3,0,1
S1171,Student_1171,3,57,1,2,0
S1172,Student_1172,2,97,3,1,2
S1173,Student_1173,3,77,0,1,1
S1174,Student_1174,1,74,2,0,2
S1175,Student_1175,2,90,3,2,2
S1176,Student_1176,0,54,2,0,1
S1177,Student_1177,1,64,3,1,3
S1178,Student_1178,0,94,1,1,2
S1179,Student_1179,1,76,2,1,1
S1180,Student_1180,1,67,1,0,2
S1181,Student_1181,2,49,3,1,3
S1182,Student_1182,3,78,2,1,2
S1183,Student_1183,2,96,1,1,2
S1184,Student_1184,0,56,1,1,3
S1185,Student_1185,2,78,2,0,1
S1186,Student_1186,2,61,3,1,0
S1187,Student_1187,1,65,0,2,1
S1188,Student_1188,2,83,0,1,2
S1189,Student_1189,1,64,2,2,3
S1190,Student_1190,3,56,1,0,1
S1191,Student_1191,3,52,0,0,3
S1192,Student_1192,0,59,1,2,0
S1193,Student_1193,3,64,2,2,3
S1194,Student_1194,2,43,2,2,2
S1195,Student_1195,2,49,3,1,1
S1196,Student_1196,2,42,1,0,1
S1197,Student_1197,1,80,2,2,2
S1198,Student_1198,3,84,0,1,1
S1199,Student_1199,1,57,3,1,2
S1200,Student_1200,3,86,3,1,3
S1201,Student_1201,2,75,1,1,1
S1202,Student_1202,3,86,0,1,1
S1203,Student_1203,0,61,2,1,3
S1204,Student_1204,3,73,1,2,3
S1205,Student_1205,2,86,2,1,0
S1206,Student_1206,1,47,2,0,1
S1207,Student_1207,3,79,1,2,3
S1208,Student_1208,3,88,0,0,0
S1209,Student_1209,3,83,1,0,1
S1210,Student_1210,2,58,1,1,2
S1211,Student_1211,0,81,2,0,2
S1212,Student_1212,1,80,2,2,2
S1213,Student_1213,3,76,3,2,0
S1214,Student_1214,0,45,1,0,1
S1215,Student_1215,0,91,0,2,1
S1216,Student_1216,2,65,3,0,0
S1217,Student_1217,2,73,3,1,1
S1218,Student_1218,0,98,2,2,3
S1219,Student_1219,2,95,2,2,0
S1220,Student_1220,3,98,2,1,3
S1221,Student_1221,0,84,0,1,2
S1222,Student_1222,1,45,2,0,2
S1223,Student_1223,2,76,1,1,2
S1224,Student_1224,3,96,0,0,1
S1225,Student_1225,0,72,3,1,1
S1226,Student_1226,0,92,3,0,0
S1227,Student_1227,0,61,1,0,3
S1228,Student_1228,1,60,0,0,2
S1229,Student_1229,0,45,2,1,3
S1230,Student_1230,2,45,3,1,1
S1231,Student_1231,1,94,0,2,3
S1232,Student_1232,3,87,3,0,1
S1233,Student_1233,1,43,0,2,1
S1234,Student_1234,0,69,3,2,2
S1235,Student_1235,0,50,1,0,2
S1236,Student_1236,1,69,0,1,0
S1237,Student_1237,2,70,3,2,2
S1238,Student_1238,0,63,1,2,0
S1239,Student_1239,1,94,0,2,3
S1240,Student_1240,0,48,3,2,2
S1241,Student_1241,3,94,2,1,0
S1242,Student_1242,0,42,2,2,0
S1243,Student_1243,1,90,2,2,1
S1244,Student_1244,2,70,0,1,0
S1245,Student_1245,2,79,1,0,3
S1246,Student_1246,2,76,3,0,1
S1247,Student_1247,2,75,0,0,1
S1248,Student_1248,0,63,3,0,2
S1249,Student_1249,2,70,3,1,2
S1250,Student_1250,0,45,0,0,1
S1251,Student_1251,0,41,1,1,2
S1252,Student_1252,2,59,1,2,2
S1253,Student_1253,1,67,0,2,2
S1254,Student_1254,1,50,1,1,1
S1255,Student_1255,1,43,3,2,1
S1256,Student_1256,2,54,2,1,0
S1257,Student_1257,0,45,3,0,0
S1258,Student_1258,0,93,2,1,3
S1259,Student_1259,0,88,0,0,2
S1260,Student_1260,3,69,2,2,0
S1261,Student_1261,1,95,3,1,1
S1262,Student_1262,2,77,3,2,1
S1263,Student_1263,1,90,3,2,0
S1264,Student_1264,0,96,1,2,1
S1265,Student_1265,3,41,0,0,1
S1266,Student_1266,3,54,0,2,2
S1267,Student_1267,2,50,2,1,2
S1268,Student_1268,1,47,1,2,2
S1269,Student_1269,0,65,1,2,1
S1270,Student_1270,2,90,0,1,2
S1271,Student_1271,2,84,0,0,2
S1272,Student_1272,0,83,2,2,2
S1273,Student_1273,0,44,1,1,2
S1274,Student_1274,2,45,2,1,0
S1275,Student_1275,1,65,0,1,0
S1276,Student_1276,1,93,0,0,1
S1277,Student_1277,3,43,0,0,3
S1278,Student_1278,3,58,1,0,0
S1279,Student_1279,2,59,2,1,1
S1280,Student_1280,1,72,0,0,0
S1281,Student_1281,1,59,2,0,2
S1282,Student_1282,0,88,0,1,3
S1283,Student_1283,2,51,2,1,3
S1284,Student_1284,1,86,0,2,0
S1285,Student_1285,1,40,3,1,0
S1286,Student_1286,2,65,2,2,1
S1287,Student_1287,2,53,1,0,0
S1288,Student_1288,3,77,2,1,0
S1289,Student_1289,2,76,3,0,2
S1290,Student_1290,1,50,0,2,1
S1291,Student_1291,1,75,0,1,1
S1292,Student_1292,0,52,3,0,1
S1293,Student_1293,3,82,2,2,1
S1294,Student_1294,2,42,3,1,3
S1295,Student_1295,1,72,1,0,0
S1296,Student_1296,0,45,0,2,1
S1297,Student_1297,0,89,3,2,2
S1298,Student_1298,1,95,1,2,2
S1299,Student_1299,0,49,3,2,1
S1300,Student_1300,3,44,0,0,1
S1301,Student_1301,1,62,2,0,0
S1302,Student_1302,3,49,1,0,3
S1303,Student_1303,3,83,0,2,2
S1304,Student_1304,1,41,2,1,1
S1305,Student_1305,2,52,1,0,1
S1306,Student_1306,1,79,3,0,1
S1307,Student_1307,1,41,0,2,1
S1308,Student_1308,2,59,1,2,1
S1309,Student_1309,3,40,2,0,1
S1310,Student_1310,3,76,0,1,1
S1311,Student_1311,2,48,3,0,2
S1312,Student_1312,0,56,0,0,3
S1313,Student_1313,3,48,0,0,1
S1314,Student_1314,1,50,0,1,1
S1315,Student_1315,1,54,2,2,0
S1316,Student_1316,3,63,1,1,3
S1317,Student_1317,3,77,2,1,0
S1318,Student_1318,1,94,1,1,0
S1319,Student_1319,2,74,2,0,2
S1320,Student_1320,2,69,1,1,2
S1321,Student_1321,0,70,0,1,3
S1322,Student_1322,2,88,1,2,0
S1323,Student_1323,2,44,1,2,0
S1324,Student_1324,0,99,3,0,0
S1325,Student_1325,0,83,0,2,0
S1326,Student_1326,2,89,2,2,0
S1327,Student_1327,0,53,0,2,1
S1328,Student_1328,3,92,1,0,1
S1329,Student_1329,2,95,2,1,2
S1330,Student_1330,2,50,1,2,1
S1331,Student_1331,0,48,2,1,3
S1332,Student_1332,1,73,1,0,2
S1333,Student_1333,2,51,0,2,2
S1334,Student_1334,3,74,1,1,0
S1335,Student_1335,2,74,1,1,2
S1336,Student_1336,2,40,3,0,1
S1337,Student_1337,0,79,2,0,0
S1338,Student_1338,0,61,1,0,0
S1339,Student_1339,0,99,3,2,1
S1340,Student_1340,2,68,1,0,3
S1341,Student_1341,1,47,3,1,1
S1342,Student_1342,0,50,0,0,0
S1343,Student_1343,3,80,1,2,2
S1344,Student_1344,3,76,0,1,1
S1345,Student_1345,2,53,2,0,3
S1346,Student_1346,2,99,1,0,1
S1347,Student_1347,1,69,1,2,0
S1348,Student_1348,3,74,0,1,0
S1349,Student_1349,0,60,3,2,0
S1350,Student_1350,1,76,0,1,0
S1351,Student_1351,2,44,0,0,2
S1352,Student_1352,1,58,0,0,1
S1353,Student_1353,0,98,1,0,2
S1354,Student_1354,0,53,0,2,2
S1355,Student_1355,1,65,2,1,0
S1356,Student_1356,1,43,1,2,3
S1357,Student_1357,0,64,0,0,2
S1358,Student_1358,0,84,0,0,3
S1359,Student_1359,1,81,3,1,2
S1360,Student_1360,0,64,0,2,3
S1361,Student_1361,0,57,2,2,2
S1362,Student_1362,0,79,2,1,2
S1363,Student_1363,0,47,0,1,0
S1364,Student_1364,0,78,2,0,0
S1365,Student_1365,1,79,3,2,3
S1366,Student_1366,3,53,2,1,2
S1367,Student_1367,0,71,3,1,2
S1368,Student_1368,0,90,3,0,2
S1369,Student_1369,3,77,3,0,2
S1370,Student_1370,2,72,0,2,1
S1371,Student_1371,2,62,1,0,0
S1372,Student_1372,1,54,3,0,3
S1373,Student_1373,2,72,2,1,0
S1374,Student_1374,3,64,0,0,2
S1375,Student_1375,1,56,3,2,2
S1376,Student_1376,2,72,2,1,1
S1377,Student_1377,2,86,3,2,3
S1378,Student_1378,2,94,2,2,1
S1379,Student_1379,2,41,3,2,1
S1380,Student_1380,3,53,1,2,2
S1381,Student_1381,2,92,1,2,1
S1382,Student_1382,0,79,3,1,2
S1383,Student_1383,2,79,2,1,0
S1384,Student_1384,1,90,0,0,2
S1385,Student_1385,1,78,0,1,3
S1386,Student_1386,2,90,0,0,1
S1387,Student_1387,2,45,1,1,1
S1388,Student_1388,0,45,2,0,0
S1389,Student_1389,2,42,2,2,1
S1390,Student_1390,3,46,3,0,3
S1391,Student_1391,0,90,0,2,1
S1392,Student_1392,3,47,0,2,1
S1393,Student_1393,0,81,2,0,0
S1394,Student_1394,1,91,3,1,2
S1395,Student_1395,1,54,1,2,3
S1396,Student_1396,1,86,0,1,1
S1397,Student_1397,0,68,3,1,3
S1398,Student_1398,2,72,2,1,1
S1399,Student_1399,2,91,2,0,3
S1400,Student_1400,1,69,1,0,2
S1401,Student_1401,2,78,3,2,3
S1402,Student_1402,0,66,0,0,3
S1403,Student_1403,3,75,1,0,0
S1404,Student_1404,1,68,1,1,2
S1405,Student_1405,2,77,3,2,0
S1406,Student_1406,2,96,3,0,1
S1407,Student_1407,3,72,1,1,0
S1408,Student_1408,2,76,2,1,1
S1409,Student_1409,2,66,1,0,1
S1410,Student_1410,2,94,3,2,1
S1411,Student_1411,0,72,2,2,2
S1412,Student_1412,0,43,2,0,1
S1413,Student_1413,2,61,0,0,2
S1414,Student_1414,1,41,0,2,1
S1415,Student_1415,0,49,3,1,1
S1416,Student_1416,0,44,2,0,3
S1417,Student_1417,1,98,2,2,1
S1418,Student_1418,3,49,3,1,2
S1419,Student_1419,2,72,1,2,3
S1420,Student_1420,1,93,3,2,3
S1421,Student_1421,2,77,2,0,0
S1422,Student_1422,1,52,2,0,3
S1423,Student_1423,3,70,0,1,2
S1424,Student_1424,1,86,0,2,2
S1425,Student_1425,2,75,3,0,0
S1426,Student_1426,3,84,2,0,2
S1427,Student_1427,2,63,1,1,3
S1428,Student_1428,0,91,1,1,2
S1429,Student_1429,3,95,2,2,3
S1430,Student_1430,2,54,3,0,1
S1431,Student_1431,2,68,0,0,2
S1432,Student_1432,3,47,2,2,2
S1433,Student_1433,3,44,2,1,2
S1434,Student_1434,2,68,3,1,3
S1435,Student_1435,1,86,1,1,1
S1436,Student_1436,2,43,1,2,3
S1437,Student_1437,2,51,3,1,3
S1438,Student_1438,3,84,0,1,0
S1439,Student_1439,1,41,0,0,3
S1440,Student_1440,2,66,1,0,1
S1441,Student_1441,1,70,2,1,2
S1442,Student_1442,1,90,3,0,0
S1443,Student_1443,2,90,3,1,3
S1444,Student_1444,2,75,2,1,0
S1445,Student_1445,3,75,2,1,2
S1446,Student_1446,1,65,3,1,3
S1447,Student_1447,0,82,0,2,0
S1448,Student_1448,1,66,2,0,1
S1449,Student_1449,3,44,0,0,1
S1450,Student_1450,3,59,2,1,0
S1451,Student_1451,3,50,2,1,2
S1452,Student_1452,1,49,0,1,3
S1453,Student_1453,0,79,0,2,1
S1454,Student_1454,0,77,0,1,2
S1455,Student_1455,0,45,2,0,0
S1456,Student_1456,1,47,3,1,1
S1457,Student_1457,2,62,1,0,2
S1458,Student_1458,1,86,0,1,2
S1459,Student_1459,1,65,2,1,0
S1460,Student_1460,0,85,0,0,0
S1461,Student_1461,3,82,0,1,3
S1462,Student_1462,1,51,2,1,3
S1463,Student_1463,3,65,0,2,0
S1464,Student_1464,0,52,0,1,3
S1465,Student_1465,3,79,3,2,3
S1466,Student_1466,0,57,2,2,0
S1467,Student_1467,1,64,1,1,3
S1468,Student_1468,3,72,1,2,3
S1469,Student_1469,0,86,3,0,0
S1470,Student_1470,3,79,2,0,2
S1471,Student_1471,3,99,3,1,0
S1472,Student_1472,3,82,1,0,0
S1473,Student_1473,3,51,3,2,2
S1474,Student_1474,1,83,3,0,1
S1475,Student_1475,3,75,1,2,2
S1476,Student_1476,0,87,0,0,2
S1477,Student_1477,1,43,1,2,1
S1478,Student_1478,0,44,2,2,3
S1479,Student_1479,2,95,1,1,2
S1480,Student_1480,2,76,3,1,0
S1481,Student_1481,3,47,2,1,3
S1482,Student_1482,3,81,3,2,0
S1483,Student_1483,1,88,0,0,0
S1484,Student_1484,3,67,2,2,2
S1485,Student_1485,3,70,3,0,2
S1486,Student_1486,3,97,2,2,0
S1487,Student_1487,3,48,3,0,3
S1488,Student_1488,2,93,3,2,1
S1489,Student_1489,3,90,1,0,3
S1490,Student_1490,0,68,1,1,0
S1491,Student_1491,0,53,3,1,2
